FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,NEARBY_PBTRNSP_NM,PARKNG_POSBL_AT,BASE_DE
존쿡 델리미트,서울특별시 강남구신사동574-41층,11,,127.047378,37.51734,서울,"샌드위치, 학센, 소시지",,20211231
백담폭포송어횟집,강원도 인제군 북면 용대리 1100-1,42,42810,128.327217,38.192028,강원,송어,,20211231
송이버섯마을,강원도 양양군 양양읍 월리 238-2,42,42830,128.625618,38.070186,강원,송이버섯,,20211231
미켈러바,서울특별시 강남구신사동544-22,11,,127.047378,37.51734,서울,"수제맥주, bar, 맥주",,20211231
버드나무브루어리,강원도 강릉시 홍제동 93-8,42,42150,128.884432,37.748229,강원,수제맥주,,20211231
쓰리매너티,서울특별시 강남구신사동627-20,11,,127.047378,37.51734,서울,"수제맥주, 맥주, 하몽",,20211231
오케이버거,서울특별시  영등포구 여의도동 23-8,11,,126.92413,37.523886,서울,수제버거,,20211231
더백푸드트럭,서울특별시 용산구후암동406-571층,11,,126.990193,37.532615,서울,"수제버거, 파니니, 쿠바노",,20211231
더수파,서울특별시 강남구역삼동813-10운현빌딩1층,11,,127.047378,37.51734,서울,"수제비, 파스타, 함박스테이크",,20211231
전통아바이순대,서울특별시 중구산림동84-1,11,,126.99747,37.563763,서울,"순대, 아바이순대, 순대국",,20211231
박서방 순대국밥,서울특별시 강남구삼성1동156-5,11,,127.047378,37.51734,서울,"순대국밥, 순대",,20211231
하이파이브 교자,서울특별시 용산구이태원동303-201층,11,,126.990193,37.532615,서울,"술집, 교자, 맥주",,20211231
라함키친,서울특별시 마포구서교동396-27,11,,126.901774,37.566407,서울,"술집, 라면, 치킨",,20211231
연남마피아,서울특별시 마포구동교동148-2,11,,126.901774,37.566407,서울,"술집, 맥주, 어묵",,20211231
노는좀비,서울특별시 마포구서교동407-3,11,,126.901774,37.566407,서울,"술집, 소주, 샐러드",,20211231
연남부르스,서울특별시 마포구동교동150-6,11,,126.901774,37.566407,서울,"술집, 와인, 샐러드",,20211231
닻,제주특별자치도 제주시 애월읍 하귀2리 2726,50,,126.392026,33.48609,제주,술집,,20211231
스시만,서울특별시 서초구방배동1-3폴라리스빌딩1층,11,,127.032743,37.483783,서울,"스시, 일본, 고등어",,20211231
다복집,인천광역시광역시중구신포동12-27,28,,126.705297,37.45614,인천,"스지탕, 소주, 함박스테이크",,20211231
로드스테이크,서울특별시 용산구이태원동673,11,,126.990193,37.532615,서울,"스테이크, 길거리음식, 맥주",,20211231
풀그라운드,서울특별시 마포구동교동201-8,11,,126.901774,37.566407,서울,"스테이크, 돈까스, 치킨스테이크",,20211231
울프강 스테이크하우스,서울특별시 강남구청담동89-6영인빌딩,11,,127.047378,37.51734,서울,"스테이크, 샐러드, 와인",,20211231
3239 롯지,서울특별시 용산구이태원동44-31,11,,126.990193,37.532615,서울,스테이크,,20211231
굼스테이크,서울특별시 마포구상수동313-22층,11,,126.901774,37.566407,서울,"스테이크, 파스타, 살치살",,20211231
파스치노팬스테이크,서울특별시 마포구서교동358-8,11,,126.901774,37.566407,서울,"스테이크, 파스타, 팬스테이크",,20211231
밋볼리즘,서울특별시 용산구이태원2동225-143,11,,126.990193,37.532615,서울,"스파게티, 미트볼, 맥주",,20211231
고미스,서울특별시  종로구 체부동 91-4,11,,126.971137,37.578088,서울,스페인요리,,20211231
미분당,서울특별시 서대문구창천동72-23,11,,126.936784,37.579216,서울,"쌀국수, 베트남쌀국수, 양지쌀국수",,20211231
블랙페퍼574,서울특별시 강남구신사동574-7,11,,127.047378,37.51734,서울,"쌀국수, 싱가폴, 칠리크랩",,20211231
키스 더 티라미수,서울특별시 마포구서교동366-12,11,,126.901774,37.566407,서울,"아이스크림, 티라미수, 티라미수아이스크림",,20211231
램브라튼,서울특별시 강남구신사동524-28,11,,127.047378,37.51734,서울,"양고기, 양갈비, 샐러드",,20211231
램랜드,서울특별시 마포구용강동114-24,11,,126.901774,37.566407,서울,"양고기전문, 양고기, 양갈비",,20211231
서대문양꼬치,서울특별시 마포구연남동258-12층,11,,126.901774,37.566407,서울,"양꼬치, 꿔바로우, 양고기",,20211231
부산집,부산광역시 수영구 광안동 204-6,26,,129.114317,35.148778,부산,언양불고기,,20211231
메종드연어,서울특별시  서초구 서초동 1308-4,11,,127.024802,37.501504,서울,연어요리,,20211231
쌜모네키친,서울특별시  송파구 문정동 150-32,11,,127.115585,37.49101,서울,"연어전문, 연어요리, 연어",,20211231
호노야,서울특별시 마포구상수동90-6,11,,126.901774,37.566407,서울,오꼬노미야끼,,20211231
호루몬,서울특별시 강남구청담동53-6,11,,127.047378,37.51734,서울,"오마카세, 일본, 천엽",,20211231
아소다이닝,대구광역시 수성구 범어동 278-5,,,128.634134,35.856392,,옥돔구이 #냉우동,,20211231
911온반,서울특별시 성북구안암동5가104-153지하1층,11,,127.016828,37.589443,서울,"온반, 제육볶음, 된장찌개",,20211231
화규,서울특별시 마포구서교동396-24,11,,126.901774,37.566407,서울,"와규, 토시살, 소고기",,20211231
라세비야,서울특별시 서초구서초동1308-4,11,,127.032743,37.483783,서울,"와인바, 와인, 마카롱",,20211231
림벅와플,서울특별시 종로구누하동77-13,11,,126.979231,37.573175,서울,"와플, 카페, 수제와플",,20211231
라우라우,서울특별시  서초구 서초4동 1685-3,11,,127.013413,37.498085,서울,"월남쌈, 쌀국수, 훈제",,20211231
육회한연어,서울특별시 종로구낙원동121-1,11,,126.979231,37.573175,서울,"육회, 랍스타, 연어",,20211231
육하원취,강원도 양양군 강현면 물치리 17-15,42,,128.607222,38.158227,강원,육회물회,,20211231
로바다야 카덴,"서울특별시 서대문구연희동81-1거화빌딩1,2층",11,,,,서울,"이자카야, 구이, 우동",,20211231
모로미 청담동점,서울특별시 강남구청담동118-12F,11,,127.047378,37.51734,서울,"이자카야, 사시미, 사케",,20211231
쿠치나후,서울특별시  영등포구 여의도동 1,11,,126.916558,37.530385,서울,이탈리안,,20211231
떼부아저씨네,제주특별자치도 제주시 애월읍 애월리 2224,50,,126.31542,33.460559,제주,일본 가정식,,20211231
토끼정,서울특별시 강남구역삼동812-5,11,,127.047378,37.51734,서울,"일본가정식, 숯불구이, 크림카레우동",,20211231
만푸쿠,서울특별시  송파구 송파동 52-1,11,,127.110288,37.510478,서울,"일본가정식, 연어, 연어덮밥",,20211231
스즈란테이,서울특별시 용산구이촌동301-151로얄상가C동지하1층,11,,126.990193,37.532615,서울,"일본가정식, 일본, 도시락",,20211231
라멘베라보,서울특별시  마포구 망원동 385-39,11,,126.909655,37.553758,서울,일본라면,,20211231
코고,서울특별시 중구을지로2가199-41황해빌딩2층,11,,126.979213,37.565381,서울,"일식, 찜요리, 사시미",,20211231
왕자장어,서울특별시 강남구신사동646-16,11,,127.047378,37.51734,서울,"장어, 붕장어, 아나고구이",,20211231
원조전복죽,부산광역시 해운대구광역시 중동 1124-2,26,,129.163511,35.163099,부산,전복죽,,20211231
뜨르들로,서울특별시 서대문구대현동104-36,11,,126.936784,37.579216,서울,"전통빵, 카페, 체코",,20211231
뉴욕즉석떡볶이,서울특별시 강남구신사동551,11,,127.047378,37.51734,서울,"즉석떡볶이, 떡볶이, 라면",,20211231
분 (BOON),서울특별시 용산구한남동739-18,11,,126.990193,37.532615,서울,"즉석떡볶이, 떡볶이, 분식",,20211231
만만디,서울특별시 마포구서교동366-242층,11,,126.901774,37.566407,서울,"짬뽕, 돈까스, 찹쌀탕수육",,20211231
초류향,서울특별시 중구다동164-2,11,,126.99747,37.563763,서울,"짬뽕, 중국집",,20211231
광모네쭈꾸미,서울특별시  강동구 성내동 245-32,11,,127.136045,37.533835,서울,쭈꾸미,,20211231
참사랑해,서울특별시 서대문구연희동193-2,11,,126.936784,37.579216,서울,"참치, 참치회, 갈비",,20211231
일미반점,강원도 인제군 인제읍 상동리 360-1,42,42810,128.172922,38.068732,강원,철판 짜장 짬뽕,,20211231
철판구이300도씨,서울특별시  송파구 잠실본동 189-4,11,,127.082378,37.509949,서울,"철판구이, 고기집, 삼겹살",,20211231
트램타고,서울특별시 강남구삼성동115-4,11,,127.047378,37.51734,서울,"철판요리, 스테이크, 데판야끼",,20211231
끌라시끄,경기도 성남시 분당구 정자동 174-1,41,,127.10516,37.360781,경기,초콜릿,,20211231
메이드바이오즈,서울특별시 마포구서교동358-36,11,,126.901774,37.566407,서울,"치즈, 라클렛, 오징어",,20211231
치킨토일렛,서울특별시 동대문구휘경동192-5,11,,127.039723,37.574431,서울,"치킨집, 치킨, 맥주",,20211231
엔로제,경기도 양평군 서종면 수입리 445,41,,127.38308,37.645124,경기,카페,,20211231
우나스 (Unas),서울특별시 강남구논현동922층,11,,127.047378,37.51734,서울,"카페, 디저트",,20211231
오그랑베르,서울특별시 종로구체부동19,11,,126.979231,37.573175,서울,"카페, 디저트, 타르트",,20211231
카페 ASL,서울특별시 강남구신사동518-15,11,,127.047378,37.51734,서울,"카페, 디저트카페, 케이크",,20211231
에프터스,서울특별시 용산구이태원동57-111층,11,,126.990193,37.532615,서울,"카페, 랍스타, 자몽주스",,20211231
그데이,서울특별시 용산구이태원동5641층,11,,126.990193,37.532615,서울,"카페, 브런치",,20211231
제르보,서울특별시  송파구 신천동 29 에비뉴엘 2층,11,,127.102669,37.512889,서울,카페,,20211231
마노르블랑,제주특별자치도 서귀포시 안덕면 덕수리 2952,50,,126.294517,33.254261,제주,카페,,20211231
쉼표,제주특별자치도 제주시 한림읍 협재리 1732,50,,126.241941,33.395278,제주,카페,,20211231
엠꼼마카롱,서울특별시 강남구도곡동453,11,,127.047378,37.51734,서울,"카페, 커피, 마카롱",,20211231
아이엠 베이글,서울특별시 종로구누상동17,11,,126.979231,37.573175,서울,"카페, 커피, 베이글",,20211231
카페부부,서울특별시 마포구망원동376-15,11,,126.901774,37.566407,서울,"카페, 커피",,20211231
화이트시크릿,서울특별시 강남구신사동663-1,11,,127.047378,37.51734,서울,"카페, 커피, 이색카페",,20211231
사이좋은카페,서울특별시 종로구누상동53-1,11,,126.979231,37.573175,서울,"카페, 크림생맥주",,20211231
르쁘띠베르,서울특별시 강남구신사동643-28,11,,127.047378,37.51734,서울,"카페, 홍차, 애프터눈티",,20211231
앨리스바,서울특별시 강남구청담동84-20지하1층,11,,127.047378,37.51734,서울,"칵테일, bar, 스페인",,20211231
루팡,서울특별시 강남구청담동84-18,11,,127.047378,37.51734,서울,"칵테일, bar, 싱글몰트",,20211231
비어앤볼,서울특별시 서초구서초동1308-26,11,,127.032743,37.483783,서울,"칵테일, 펍, 맥주",,20211231
체부동잔치집,서울특별시 종로구체부동190,11,,126.979231,37.573175,서울,"칼국수, 들깨칼국수, 잔치국수",,20211231
수정분식,서울특별시 종로구예지동6-1(광장시장동부A20호),11,,126.979231,37.573175,서울,칼국수,,20211231
어메이징타이,서울특별시 용산구한남동683-1343층,11,,126.990193,37.532615,서울,"타이, 태국음식",,20211231
탄탄면공방,서울특별시  서초구 잠원동 38-11,11,,127.019782,37.511717,서울,탄탄면,,20211231
토스트프랑세,서울특별시 용산구용산동2가27-3,11,,126.990193,37.532615,서울,"토스트, 카페, 프렌치토스트",,20211231
해적식당,제주특별자치도 제주시 우도면 연평리 1200-1,50,,126.956675,33.514824,제주,톳비빔밥 #바지락칼국수,,20211231
도시락파스타,서울특별시 종로구계동8-2,11,,126.979231,37.573175,서울,"파스타, 도시락, 까르보나라",,20211231
돈파스 팔레,서울특별시  관악구 봉천동 1628-18,11,,126.960581,37.477331,서울,"파스타, 돈까스, 샐러드",,20211231
트라토리아모로,서울특별시 강남구삼성동115-17,11,,127.047378,37.51734,서울,"파스타, 레스토랑, 이탈리안레스토랑",,20211231
갈리나데이지,서울특별시 종로구통인동118-15,11,,126.979231,37.573175,서울,"파스타, 레스토랑, 이탈리안레스토랑",,20211231
하이드아웃서울,서울특별시 용산구이태원동261-92층,11,,126.990193,37.532615,서울,"파스타, 맥주, 치킨",,20211231
소년상회,서울특별시 광진구자양3동783-1,11,,127.082202,37.538213,서울,"파스타, 소주, 버니니",,20211231
마녀주방,서울특별시 강남구역삼1동818-14크리스탈빌딩지하1층,11,,127.047378,37.51734,서울,"파스타, 스테이크, 칵테일",,20211231
더고져스 키친,서울특별시 강남구신사동545-14층,11,,127.047378,37.51734,서울,"파스타, 펍, 피자",,20211231
블루55,서울특별시 용산구이태원동180-16,11,,126.990193,37.532615,서울,"펍, 맥주, 치킨",,20211231
티그레 세비체리아,서울특별시  용산구 한남동 657-77,11,,127.005824,37.534784,서울,페루음식,,20211231
봉피양 본점,서울특별시  송파구 방이동 205-8,11,,127.126174,37.510011,서울,"평양냉면, 냉면, 돼지갈비",,20211231
야마뜨,서울특별시 마포구서교동400-16,11,,126.901774,37.566407,서울,"프랑스, 디저트, 크레페",,20211231
꾸띠자르당 (cote jardin),서울특별시 용산구이태원동131-23,11,,126.990193,37.532615,서울,"프랑스, 레스토랑",,20211231
드모아젤,서울특별시 용산구이태원동451-1,11,,126.990193,37.532615,서울,"프랑스, 빵집, 카페",,20211231
르꼬숑,서울특별시 종로구삼청동11-5,11,,126.979231,37.573175,서울,"프랑스가정식, 레스토랑, 샐러드",,20211231
르셰프 블루,서울특별시 서초구방배동837-10,11,,127.032743,37.483783,서울,"프렌치, 레스토랑",,20211231
슈에뜨,서울특별시  종로구 옥인동 157-3,11,,126.967088,37.581071,서울,프렌치,,20211231
꼼모아,서울특별시 용산구용산동2가26-10,11,,126.990193,37.532615,서울,"프렌치, 와인, 수플레",,20211231
아따블르,제주특별자치도 제주시 조천읍 북촌리 583-1,50,,126.694485,33.54998,제주,프렌치,,20211231
르쁘엥,서울특별시 서초구반포동107-80,11,,127.032743,37.483783,서울,"프렌치, 한우, 와인",,20211231
얼랑,서울특별시 마포구서교동330-55,11,,126.901774,37.566407,서울,"한식, 비빔밥, 모던한식",,20211231
오늘잡은 안동갈비,서울특별시 강남구신사동553-10,11,,127.047378,37.51734,서울,"한우, 갈비, 소고기",,20211231
고기고,서울특별시 강남구신사동630-30,11,,127.047378,37.51734,서울,"한우, 등심, 소고기",,20211231
한육감 디타워점,서울특별시 종로구청진동249D-Tower5층,11,,126.979231,37.573175,서울,"한우, 등심, 소고기",,20211231
식후경,서울특별시 마포구동교동197-42WAWA109사옥,11,,126.901774,37.566407,서울,"한정식, 밥집, 한식",,20211231
뜨겁개핫도그,서울특별시 강남구신사동555,11,,127.047378,37.51734,서울,"핫도그, 감자튀김, 치즈",,20211231
솔빈덕,서울특별시  강남구 신사동 657-32,11,,127.038288,37.525754,서울,핫도그,,20211231
하하호호,제주특별자치도 제주시 우도면 연평리 859,50,,126.948594,33.520887,제주,핫도그,,20211231
핫도그 온어스틱,서울특별시 용산구이태원동118-71,11,,126.990193,37.532615,서울,"핫도그, 치즈, 레몬에이드",,20211231
피어22,제주특별자치도 제주시 한림읍 금능리 1494-3,50,,126.227787,33.389929,제주,해물찜,,20211231
진주식당,제주특별자치도 제주시 연동 1543,50,,126.492032,33.477493,제주,해물탕,,20211231
바랗,서울특별시 강남구신사동630-23,11,,127.047378,37.51734,서울,"해산물, 생선구이, 샐러드",,20211231
목동해물,서울특별시  양천구 목동 406-75,11,,126.872845,37.52557,서울,해산물,,20211231
키친485,서울특별시 마포구서교동399-24,11,,126.901774,37.566407,서울,"화덕피자, 파스타, 피자",,20211231
보물섬,서울특별시 강남구논현동181-5,11,,127.047378,37.51734,서울,"횟집, 해산물, 고등어회",,20211231
하이디라오,서울특별시 중구명동1가59-5,11,,126.99747,37.563763,서울,"훠궈, 샤브샤브, 중국식샤브샤브",,20211231
해오름 식당,제주특별자치도 제주시 노형동 1297-3,50,,126.481621,33.489032,제주,흑돼지 구이,,20211231
흑소랑,제주특별자치도 제주시 아라2동 3007-2,50,,126.545028,33.490974,제주,흑소구이,,20211231
언양불고기거리,울산광역시 울주군 언양읍 서부리,27,27110,129.1140094,35.5668184,울산,오영수 문학관,유,20211231
피맛골,서울특별시 종로구 청진동 257-3,11,11110,126.9793398,37.5713485,서울,청계광장,,20211231
대림동차이나타운,서울특별시 영등포구 대림동 1050-43,11,11560,126.8974662,37.4923556,서울,대림중앙시장,유,20211231
사당1동 먹자골목,서울특별시 동작구 사당동 1105,11,11590,126.9779388,37.4785246,서울,매봉재산,,20211231
수원육거리,경기도 수원시 팔달구 매산로1가,41,41113,127.0007458,37.2673712,경기,수원화성,유,20211231
응암동감자탕골목,서울특별시 은평구 응암동,11,11380,126.9205206,37.5926646,서울,불광벚꽃축제,유,20211231
안지랑 곱창 골목,대구광역시 남구 대명동 829-2,27,27200,128.5751758,35.8368746,대구,두류산,유,20211231
대구평화시장닭똥집골목,대구광역시 동구 신암동 1339-39,41,41285,128.618996,35.8825033,대구,칠성시장,유,20211231
