ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ROAD_NM_ADDR,TEL_NO,FCLTY_LA,FCLTY_LO,ADIT_DC
KCOWRPO22N000000001,자연,자연_공원,백현체육공원,경상북도,구미시,경상북도 구미시 산동읍 송백로 497,,36.1864293,128.4784907,
KCOWRPO22N000000002,자연,자연_공원,둘모아공원,경상북도,구미시,"경상북도 구미시 봉곡남로20길 15(봉곡동, 봉곡2차아이파크)",,36.148431,128.3165939,
KCOWRPO22N000000003,자연,자연_공원,다붓1공원,경상북도,구미시,"경상북도 구미시 봉곡로24길 33-11(봉곡동, 봉곡e편한세상)",,36.156392,128.314372,
KCOWRPO22N000000004,자연,자연_공원,산림문화생태근린공원,경북,구미시,경상북도 구미시 산동읍 인덕2길 17-15,,36.1650992,128.4604655,
KCOWRPO22N000000005,자연,자연_공원,도담공원,경북,구미시,경상북도 구미시 옥계신당로5길 51-36,,36.141071,128.4230508,
KCOWRPO22N000000006,자연,자연_공원,우항공원,경상북도,구미시,경상북도 구미시 산동읍 신당4로1길 50,,36.1530288,128.4314654,
KCOWRPO22N000000007,자연,자연_공원,공원,경상북도,구미시,"경상북도 구미시 문장로 111(도량동, 도량 롯데캐슬 골드파크)",,36.1419103,128.3317618,
KCOWRPO22N000000008,자연,자연_공원,공원,경상북도,구미시,"경상북도 구미시 문장로 111(도량동, 도량 롯데캐슬 골드파크)",,36.1440239,128.330306,
KCOWRPO22N000000009,자연,자연_공원,양지공원,경상북도,구미시,경상북도 구미시 낙동강변로 917(신평동),,36.1256158,128.3589071,
KCOWRPO22N000000010,자연,자연_공원,상방공원,울산,북구,울산광역시 북구 두부곡1길 25,,35.5842563,129.368571,
KCOWRPO22N000000011,자연,자연_공원,화봉공원,울산,북구,울산광역시 북구 송내1길 15,,35.5894355,129.3648249,
KCOWRPO22N000000012,자연,자연_공원,수동공원,울산,북구,"울산광역시 북구 호계2길 31-4(호계동, 상록엔젤하우스)",,35.6248954,129.3574434,
KCOWRPO22N000000013,자연,자연_공원,매곡1어린이공원,울산광역시,북구,"울산광역시 북구 신천로 92(매곡동, 매곡푸르지오1단지)",,35.6435231,129.3536182,
KCOWRPO22N000000014,자연,자연_공원,초록빛공원,울산,남구,울산광역시 남구 왕생로10번길 16,,35.5346931,129.3343309,
KCOWRPO22N000000015,자연,자연_공원,강변공원,울산,남구,울산광역시 남구 왕생로144번길 36(삼산동),,35.5459539,129.3323042,
KCOWRPO22N000000016,자연,자연_공원,동평공원,울산,남구,울산광역시 남구 삼산로144번길 13(달동),,35.5345247,129.3240067,
KCOWRPO22N000000017,자연,자연_공원,희망공원,울산광역시,남구,"울산광역시 남구 번영로107번길 5(달동, 달동주공아파트)",,35.5339575,129.3272281,
KCOWRPO22N000000018,자연,자연_공원,정광공원,울산,남구,울산광역시 남구 삼호로 193,,35.5463028,129.2848514,
KCOWRPO22N000000019,자연,자연_공원,원동수변공원,경기,오산시,경기도 오산시 부원로87번길 51,,37.140907,127.091507,
KCOWRPO22N000000020,자연,자연_공원,가장동체육공원,경기,오산시,경기도 오산시 가장산업동로 49,,37.164782,127.041189,
KCOWRPO22N000000021,자연,자연_공원,청솔공원,울산광역시,남구,울산광역시 남구 봉월로38번길 32(신정동),,35.5366117,129.3101993,
KCOWRPO22N000000022,자연,자연_공원,문화공원,울산,남구,울산광역시 남구 번영로 200,,35.5428969,129.3270733,
KCOWRPO22N000000023,자연,자연_공원,봉월공원,울산,남구,울산광역시 남구 봉월로137번길 35,,35.5424442,129.3044988,
KCOWRPO22N000000024,자연,자연_공원,푸른공원,울산광역시,남구,"울산광역시 남구 동산로69번길 13(신정동, 문수로2차아이파크1단지)",,35.5365007,129.3029414,
KCOWRPO22N000000025,자연,자연_공원,헐수정공원,울산,남구,울산광역시 남구 신복로23번길 16,,35.5473879,129.2585825,
KCOWRPO22N000000026,자연,자연_공원,함박공원,인천,연수구,인천광역시 연수구 함박뫼로 127,,37.4222546,126.6810562,
KCOWRPO22N000000027,자연,자연_공원,갈미한글공원,경기,의왕시,경기도 의왕시 문화예술로 65,,37.377965,126.9849552,
KCOWRPO22N000000028,자연,자연_공원,아랫골공원,경기,의왕시,경기도 의왕시 부곡사길 6(삼동),,37.3177014,126.9581511,
KCOWRPO22N000000029,자연,자연_공원,고천체육공원,경기,의왕시,경기도 의왕시 오전로 18,,37.3479002,126.9823494,
KCOWRPO22N000000030,자연,자연_공원,부곡체육공원,경기,의왕시,경기도 의왕시 부곡공원길 6,,37.3146342,126.9587538,
KCOWRPO22N000000031,자연,자연_공원,내손공원,경기,의왕시,경기도 의왕시 내손공원길 39,,37.3872865,126.9831857,
KCOWRPO22N000000032,자연,자연_공원,신곡노을공원(고촌31호),경기,김포시,경기도 김포시 고촌읍 신곡로3번길 34-15,,37.6041357,126.7726878,
KCOWRPO22N000000033,자연,자연_공원,별내택지어린이공원3,경기,남양주시,"경기도 남양주시 별내3로 285(별내동, 남양주 별내 아이파크)",,37.6627159,127.1164707,
KCOWRPO22N000000034,자연,자연_공원,별내택지어린이공원1,경기도,남양주시,경기도 남양주시 식송1로 265-93(별내동),,37.6645265,127.1104557,
KCOWRPO22N000000035,자연,자연_공원,별내택지 근린공원3,경기,남양주시,경기도 남양주시 순화궁로 313,,37.6549339,127.1270364,
KCOWRPO22N000000036,자연,자연_공원,별내택지체육공원1,경기,남양주시,경기도 남양주시 별내3로 308,,37.664986,127.118584,
KCOWRPO22N000000037,자연,자연_공원,별내택지 체육공원3,경기,남양주시,경기도 남양주시 별내3로 244,,37.6597285,127.1213588,
KCOWRPO22N000000038,자연,자연_공원,마석신도2차1호소공원,경기,남양주시,경기도 남양주시 화도읍 비룡로99번길 50,,37.6629166,127.2986365,
KCOWRPO22N000000039,자연,자연_공원,수변공원 13호(고덕국제화지구  장당동),경기도,평택시,경기도 평택시 산단로121번길 170(모곡동),,37.041184,127.07125,
KCOWRPO22N000000040,자연,자연_공원,수변공원 7호(고덕국제화지구 여염리),경기도,평택시,경기도 평택시 고덕여염5길 72(고덕동),,37.036833,127.041657,
KCOWRPO22N000000041,자연,자연_공원,수촌1 수변공원(수촌지구),경기,평택시,경기도 평택시 수촌길 46-10(칠원동),,37.020343,127.113678,
KCOWRPO22N000000042,자연,자연_공원,공원-52,전남,담양군,전라남도 담양군 창평면 절산길 107,,35.2456325,126.9870517,
KCOWRPO22N000000043,자연,자연_공원,공원-54,전남,담양군,전라남도 담양군 창평면 하산길 26-27,,35.2367443,126.9889611,
KCOWRPO22N000000044,자연,자연_공원,횡성어린이공원15호,강원,횡성군,강원도 횡성군 횡성읍 삼일로81번길 2,,37.496922,127.9860188,
KCOWRPO22N000000045,자연,자연_공원,횡성어린이공원14호,강원도,횡성군,강원도 횡성군 횡성읍 입석남1길 39-4,,37.4784564,127.9826341,
KCOWRPO22N000000046,자연,자연_공원,횡성어린이공원8호,강원,횡성군,강원도 횡성군 횡성읍 횡성로 400,,37.4881111,127.9866832,
KCOWRPO22N000000047,자연,자연_공원,횡성어린이공원7호,강원,횡성군,강원도 횡성군 횡성읍 한우로242번길 6,,37.4922077,127.9820784,
KCOWRPO22N000000048,자연,자연_공원,횡성어린이공원5호,강원,횡성군,강원도 횡성군 횡성읍 북천서로 10,,37.4927191,127.9903796,
KCOWRPO22N000000049,자연,자연_공원,횡성어린이공원3호,강원,횡성군,강원도 횡성군 횡성읍 성북로 10,,37.4902337,127.991871,
KCOWRPO22N000000050,자연,자연_공원,둔내근린공원8호,강원,횡성군,강원도 횡성군 둔내면 둔방로14번길 69-3,,37.5156806,128.2099556,
KCOWRPO22N000000051,자연,자연_공원,우천근린공원5호,강원,횡성군,강원도 횡성군 우천면 수남로 302,,37.460232,128.0595521,
KCOWRPO22N000000052,자연,자연_공원,우천근린공원4호,강원,횡성군,강원도 횡성군 우천면 수남로 299,,37.460605,128.0587845,
KCOWRPO22N000000053,자연,자연_공원,횡성근린공원3호,강원,횡성군,강원도 횡성군 횡성읍 가담1길 21-3,,37.4791499,127.9774419,
KCOWRPO22N000000054,자연,자연_공원,빛고을농촌테마,광주광역시,남구,광주광역시 남구 포충로 966-15(양과동),,35.084787,126.867948,
KCOWRPO22N000000055,자연,자연_공원,우치,광주,북구,광주광역시 북구 우치로 677,,35.2243139,126.8942421,
KCOWRPO22N000000056,자연,자연_공원,교통,광주,북구,광주광역시 북구 추암로 37,,35.220546,126.8587669,
KCOWRPO22N000000057,자연,자연_공원,무등산생태문화,광주,북구,광주광역시 북구 덕의길 20(충효동),,35.1823476,126.995904,
KCOWRPO22N000000058,자연,자연_공원,문화,광주,북구,광주광역시 북구 대천로 86,,35.1849172,126.9166864,
KCOWRPO22N000000059,자연,자연_공원,두암제1,광주,북구,광주광역시 북구 삼정로 36,,35.1651036,126.9376496,
KCOWRPO22N000000060,자연,자연_공원,일곡제1,광주,북구,광주광역시 북구 일곡택지로 88,,35.2095135,126.8946493,
KCOWRPO22N000000061,자연,자연_공원,구평공원,경북,구미시,경상북도 구미시 인동46길 20-17,,36.0908054,128.4389513,
KCOWRPO22N000000062,자연,자연_공원,하늘공원,경북,구미시,경상북도 구미시 송동로2길 32,,36.1344884,128.3259776,
KCOWRPO22N000000063,자연,자연_공원,까치공원,경북,구미시,경상북도 구미시 상사서로23길 13-7,,36.0992696,128.3564345,
KCOWRPO22N000000064,자연,자연_공원,서정동 소공원(서정연립재건축),경기,평택시,경기도 평택시 서정북로125번길 100(서정동),,37.0697389,127.0619136,
KCOWRPO22N000000065,자연,자연_공원,소공원 1호 (송원 현대재건축),경기,평택시,경기도 평택시 탄현로368번길 48,,37.084785,127.0608121,
KCOWRPO22N000000066,자연,자연_공원,용우물 소공원(고덕일반산업단지 소공원3),경기도,평택시,경기도 평택시 삼성1로 469(고덕동),,37.038943,127.050892,
KCOWRPO22N000000067,자연,자연_공원,임주 소공원(고덕일반산업단지 소공원2),경기도,평택시,경기도 평택시 삼성로 41(고덕동),,37.037126,127.048316,
KCOWRPO22N000000068,자연,자연_공원,진위3일반산단1호 소공원(진위3일반산업단지),경기,평택시,경기도 평택시 진위면 마산3길 4-6,,37.08922,127.094889,
KCOWRPO22N000000069,자연,자연_공원,느티나무,광주,서구,광주광역시 서구 시청서편로12번길 8,,35.159801,126.846567,
KCOWRPO22N000000070,자연,자연_공원,오월,광주,서구,광주광역시 서구 상무오월로19번길 4-13(쌍촌동),,35.1558799,126.862207,
KCOWRPO22N000000071,자연,자연_공원,운천,광주,서구,광주광역시 서구 치평로 67,,35.1532976,126.8465895,
KCOWRPO22N000000072,자연,자연_공원,장수,광주,서구,광주광역시 서구 상무공원로 142,,35.1571478,126.8433994,
KCOWRPO22N000000073,자연,자연_공원,해오리,광주,서구,광주광역시 서구 마륵로 115,,35.1465502,126.8439587,
KCOWRPO22N000000074,자연,자연_공원,금호,광주,서구,광주광역시 서구 풍금로 135(금호동),,35.1292507,126.8571496,
KCOWRPO22N000000075,자연,자연_공원,운리,광주,서구,광주광역시 서구 풍암운리로7번길 5(풍암동),,35.1228188,126.8647779,
KCOWRPO22N000000076,자연,자연_공원,금부,광주,서구,광주광역시 서구 금화로73번길 28-8(금호동),,35.1346382,126.857329,
KCOWRPO22N000000077,자연,자연_공원,풍금,광주,서구,광주광역시 서구 금화로115번길 3,,35.1331115,126.8609287,
KCOWRPO22N000000078,자연,자연_공원,상일,광주,서구,광주광역시 서구 풍암운리로7번길 5,,35.1228901,126.8647779,
KCOWRPO22N000000079,자연,자연_공원,서광,광주,서구,광주광역시 서구 상일로14번길 11(쌍촌동),,35.157198,126.8644969,
KCOWRPO22N000000080,자연,자연_공원,유촌,광주,서구,광주광역시 서구 계수로59번길 4-9,,35.1608647,126.8577838,
KCOWRPO22N000000081,자연,자연_공원,극락,광주,서구,광주광역시 서구 상무버들로54번길 17(유촌동),,35.165255,126.8584369,
KCOWRPO22N000000082,자연,자연_공원,유덕,광주,서구,광주광역시 서구 상무버들로16번길 6-10(유촌동),,35.164624,126.8619757,
KCOWRPO22N000000083,자연,자연_공원,햇살,광주,서구,광주광역시 서구 계수로59번길 4-9,,35.1608647,126.8577838,
KCOWRPO22N000000084,자연,자연_공원,상록,광주,서구,광주광역시 서구 상무대로1171번길 15,,35.1556445,126.8886003,
KCOWRPO22N000000085,자연,자연_공원,평화,광주,서구,광주광역시 서구 내방로 102,,35.1565472,126.8516163,
KCOWRPO22N000000086,자연,자연_공원,죽림,광주,서구,광주광역시 서구 천변우하로 337,,35.1682265,126.8573846,
KCOWRPO22N000000087,자연,자연_공원,유적,광주,서구,광주광역시 서구 상무대로 1165,,35.1549822,126.8884415,
KCOWRPO22N000000088,자연,자연_공원,천변,광주,서구,광주광역시 서구 상무대로1171번길 15,,35.1556445,126.8886003,
KCOWRPO22N000000089,자연,자연_공원,상무,광주,서구,광주광역시 서구 내방로 102,,35.1565472,126.8516022,
KCOWRPO22N000000090,자연,자연_공원,농성,광주,서구,광주광역시 서구 화정로276번길 5,,35.148223,126.887055,
KCOWRPO22N000000091,자연,자연_공원,쌍촌,광주,서구,광주광역시 서구 상무민주로6번길 17,,35.1515489,126.8601455,
KCOWRPO22N000000092,자연,자연_공원,꿈마당,광주,서구,광주광역시 서구 월드컵4강로42번길 12-8,,35.1408681,126.8769884,
KCOWRPO22N000000093,자연,자연_공원,염주,광주,서구,광주광역시 서구 화정로276번길 5,,35.1482234,126.8870553,
KCOWRPO22N000000094,자연,자연_공원,효행,광주,서구,광주광역시 서구 상무민주로6번길 17,,35.1515458,126.8601455,
KCOWRPO22N000000095,자연,자연_공원,화방,광주광역시,서구,"광주광역시 서구 월드컵4강로 27(화정동, 더샵 염주센트럴파크)",,35.140983,126.874497,
KCOWRPO22N000000096,자연,자연_공원,쌍학,광주,서구,광주광역시 서구 월드컵4강로68번길 17,,35.1433713,126.8764191,
KCOWRPO22N000000097,자연,자연_공원,효광,광주,서구,광주광역시 서구 화정로49번길 14,,35.1460093,126.8631693,
KCOWRPO22N000000098,자연,자연_공원,맛고을,광주,서구,광주광역시 서구 염화로83번길 20,,35.1428681,126.8723439,
KCOWRPO22N000000099,자연,자연_공원,학생독립,광주,서구,광주광역시 서구 학생독립로 11(화정동),,35.143864,126.867287,
KCOWRPO22N000000100,자연,자연_공원,새싹,광주,서구,광주광역시 서구 화정로85번길 26,,35.1471705,126.8666378,
KCOWRPO22N000000101,자연,자연_공원,우정,광주,서구,광주광역시 서구 염화로31번길 10,,35.1374818,126.8717175,
KCOWRPO22N000000102,자연,자연_공원,믿음,광주,서구,광주광역시 서구 화정로21번길 4-21,,35.1450656,126.860862,
KCOWRPO22N000000103,자연,자연_공원,사랑,광주,서구,광주광역시 서구 금부로103번길 16-10,,35.1412099,126.8605182,
KCOWRPO22N000000104,자연,자연_공원,소망,광주,서구,광주광역시 서구 운천로114번길 7-10,,35.143448,126.8587973,
KCOWRPO22N000000105,자연,자연_공원,푸름,광주,서구,광주광역시 서구 금화로115번길 52,,35.1372095,126.8610334,
KCOWRPO22N000000106,자연,자연_공원,꽃담길,서울특별시,동작구,"서울특별시 동작구 상도로 207(상도동, 상도효성해링턴플레이스)",,37.505644,126.942102,
KCOWRPO22N000000107,자연,자연_공원,칸나,서울,동작구,서울특별시 동작구 시흥대로 596,,37.4856269,126.9043083,
KCOWRPO22N000000108,자연,자연_공원,꿈나래,서울특별시,동작구,"서울특별시 동작구 만양로 6(상도동, e편한세상 상도 노빌리티)",,37.5052677,126.9481801,
KCOWRPO22N000000109,자연,자연_공원,새빛,서울,동작구,서울특별시 동작구 사당로27길 103,,37.4873357,126.9744112,
KCOWRPO22N000000110,자연,자연_공원,소공원(951),부산,해운대구,부산광역시 해운대구 반송로513번길 66-16(석대동),,35.2261652,129.1227427,
KCOWRPO22N000000111,자연,자연_공원,해운대수목원,부산광역시,금정구,부산광역시 금정구 동천로 16(회동동),,35.2297418,129.1256921,
KCOWRPO22N000000112,자연,자연_공원,소공원,부산,해운대구,부산광역시 해운대구 해운대로 569,,35.1643689,129.1533554,
KCOWRPO22N000000113,자연,자연_공원,반송근린공원,부산,해운대구,부산광역시 해운대구 반송순환로 100-51,,35.2202411,129.1592756,
KCOWRPO22N000000114,자연,자연_공원,염주,광주,서구,광주광역시 서구 염화로134번길 18,,35.141599,126.8792537,
KCOWRPO22N000000115,자연,자연_공원,5·18 기념,광주,서구,광주광역시 서구 내방로 152,,35.1583054,126.8575559,
KCOWRPO22N000000116,자연,자연_공원,시민,광주,서구,광주광역시 서구 상무민주로 61,,35.1557485,126.8585843,
KCOWRPO22N000000117,자연,자연_공원,마재,광주,서구,광주광역시 서구 상무자유로 73,,35.1522187,126.8422202,
KCOWRPO22N000000118,자연,자연_공원,신암,광주,서구,광주광역시 서구 상무공원로 101,,35.1533934,126.8410957,
KCOWRPO22N000000119,자연,자연_공원,풍암,광주,서구,광주광역시 서구 상무자유로 73,,35.1522187,126.8422202,
KCOWRPO22N000000120,자연,자연_공원,상무2지구근린2,광주,서구,광주광역시 서구 풍암2로 26,,35.1248729,126.8791753,
KCOWRPO22N000000121,자연,자연_공원,상무2지구근린4,광주,서구,광주광역시 서구 상일로64번길 1(쌍촌동),,35.1615402,126.8636304,
KCOWRPO22N000000122,자연,자연_공원,쌍청,대전,대덕구,대전광역시 대덕구 쌍청당로 25(중리동),,36.3643312,127.4335613,
KCOWRPO22N000000123,자연,자연_공원,안산,대전,대덕구,대전광역시 대덕구 계족로663번길 25(법동),,36.3684302,127.4264192,
KCOWRPO22N000000124,자연,자연_공원,문평,대전,대덕구,대전광역시 대덕구 문평서로17번길 16(문평동),,36.443003,127.397914,
KCOWRPO22N000000125,자연,자연_공원,새일,대전,대덕구,대전광역시 대덕구 문평동로18번길 21(문평동),,36.4463884,127.4035334,
KCOWRPO22N000000126,자연,자연_공원,소리,대전,대덕구,대전광역시 대덕구 동춘당로126번길 5(송촌동),,36.3687487,127.4355581,
KCOWRPO22N000000127,자연,자연_공원,비래,대전,대덕구,대전광역시 대덕구 계족산로81번길 40,,36.364832,127.4394943,
KCOWRPO22N000000128,자연,자연_공원,오정,대전,대덕구,대전광역시 대덕구 대오길 16(오정동),,36.3622001,127.4160931,
KCOWRPO22N000000129,자연,자연_공원,통매바위,대전,대덕구,대전광역시 대덕구 오정로76번길 63(오정동),,36.3540662,127.4134063,
KCOWRPO22N000000130,자연,자연_공원,노촌,대전,대덕구,대전광역시 대덕구 오정로75번길 26(오정동),,36.3525138,127.4088638,
KCOWRPO22N000000131,자연,자연_공원,봉촌,대전,대덕구,대전광역시 대덕구 대전로1087번길 22(오정동),,36.3514774,127.4141056,
KCOWRPO22N000000132,자연,자연_공원,새말,대전,대덕구,대전광역시 대덕구 대전로1044번길 33(오정동),,36.3491054,127.4172345,
KCOWRPO22N000000133,자연,자연_공원,오정,대전,대덕구,대전광역시 대덕구 대전로1033번길 20,,36.3464352,127.4154379,
KCOWRPO22N000000134,자연,자연_공원,새터,대전,대덕구,대전광역시 대덕구 비래동로7번길 60(비래동),,36.3559305,127.4462713,
KCOWRPO22N000000135,자연,자연_공원,원비래,대전,대덕구,대전광역시 대덕구 비래서로61번길 35(비래동),,36.3559358,127.4520758,
KCOWRPO22N000000136,자연,자연_공원,홈통골,대전,대덕구,대전광역시 대덕구 송촌남로47번길 26(송촌동),,36.356647,127.4426433,
KCOWRPO22N000000137,자연,자연_공원,한촌,대전,대덕구,대전광역시 대덕구 한밭대로1114번길 34-8(중리동),,36.3575426,127.4217361,
KCOWRPO22N000000138,자연,자연_공원,효자2,대전,대덕구,대전광역시 대덕구 대전로1397번안길 20(읍내동),,36.3793242,127.4216642,
KCOWRPO22N000000139,자연,자연_공원,대화1,대전,대덕구,대전광역시 대덕구 대화10길 30,,36.3643102,127.416677,
KCOWRPO22N000000140,자연,자연_공원,대화2-1,대전,대덕구,대전광역시 대덕구 생산5길 25(대화동),,36.3652376,127.4104012,
KCOWRPO22N000000141,자연,자연_공원,대화2-2,대전,대덕구,대전광역시 대덕구 동심7길 4(대화동),,36.3657366,127.4121333,
KCOWRPO22N000000142,자연,자연_공원,공원(석봉1),대전광역시,대덕구,"대전광역시 대덕구 대덕대로1585번길 44(석봉동, 금강센트럴파크 서희스타힐스)",,36.455038,127.425401,
KCOWRPO22N000000143,자연,자연_공원,공원(법동),대전광역시,대덕구,"대전광역시 대덕구 중리북로 46(법동, e편한세상 대전법동)",,36.3671399,127.4248477,
KCOWRPO22N000000144,자연,자연_공원,공원(와동),대전,대덕구,대전광역시 대덕구 신탄진로218번길 84-22(와동),,36.3983576,127.4255348,
KCOWRPO22N000000145,자연,자연_공원,동춘당,대전,대덕구,대전광역시 대덕구 동춘당로 90,,36.3653937,127.4402103,
KCOWRPO22N000000146,자연,자연_공원,로하스가족,대전,대덕구,대전광역시 대덕구 대청로424번길 200,,36.4565155,127.4741555,
KCOWRPO22N000000147,자연,자연_공원,안골,대전광역시,대덕구,대전광역시 대덕구 신탄진로796번길 62(신탄진동),,36.4490201,127.432778,
KCOWRPO22N000000148,자연,자연_공원,길치,대전,대덕구,대전광역시 대덕구 신상로 65,,36.357696,127.459573,
KCOWRPO22N000000149,자연,자연_공원,목상,인천,계양구,대전광역시 대덕구 대덕대로1486번길 185(목상동),,37.573502,126.709965,
KCOWRPO22N000000150,자연,자연_공원,금강로하스산호빛,대전,대덕구,대전광역시 대덕구 대덕대로1527번길 200,,36.4538832,127.4215677,
KCOWRPO22N000000151,자연,자연_공원,을미기,대전,대덕구,대전광역시 대덕구 대덕대로1448번길 120,,36.4427265,127.4113264,
KCOWRPO22N000000152,자연,자연_공원,지수,대전,대덕구,대전광역시 대덕구 갑천도시고속도로 677(상서동),,36.424873,127.413824,
KCOWRPO22N000000153,자연,자연_공원,대청,대전,대덕구,대전광역시 대덕구 대청로 607,,36.4736254,127.4735679,
KCOWRPO22N000000154,자연,자연_공원,다솜 근린공원(소사벌택지 1호),경기도,평택시,"경기도 평택시 경기대로 506(비전동, 휴먼시아1단지)",,37.002667,127.093562,
KCOWRPO22N000000155,자연,자연_공원,동부 근린공원(비전3지구),경기,평택시,경기도 평택시 동부공원로 46,,36.9939878,127.118683,
KCOWRPO22N000000156,자연,자연_공원,동삭 근린공원(동삭지구 1호),경기,평택시,경기도 평택시 동삭1로22번길 40,,37.0227619,127.0906608,
KCOWRPO22N000000157,자연,자연_공원,74호,경기도,화성시,경기도 화성시 동탄대로14길 5-42(오산동),,37.184683,127.1036984,
KCOWRPO22N000000158,자연,자연_공원,7호어린이공원,강원,강릉시,강원도 강릉시 성덕포남로188번길 23,,37.7697485,128.9103821,
KCOWRPO22N000000159,자연,자연_공원,8호어린이공원,강원,강릉시,강원도 강릉시 남구길24번길 25(포남동),,37.7667985,128.9072227,
KCOWRPO22N000000160,자연,자연_공원,10호어린이공원,강원,강릉시,강원도 강릉시 남구길5번길 30,,37.761949,128.9045033,
KCOWRPO22N000000161,자연,자연_공원,13호어린이공원,강원,강릉시,강원도 강릉시 관대길 24,,37.7398084,128.8779379,
KCOWRPO22N000000162,자연,자연_공원,12호어린이공원,강원,강릉시,강원도 강릉시 노가니남길 8,,37.7461093,128.9033765,
KCOWRPO22N000000163,자연,자연_공원,15호어린이공원,강원,강릉시,강원도 강릉시 하슬라로 20(홍제동),,37.7560151,128.8787383,
KCOWRPO22N000000164,자연,자연_공원,2호어린이공원,강원,강릉시,강원도 강릉시 산양큰길 14,,37.7786208,128.9153514,
KCOWRPO22N000000165,자연,자연_공원,25호어린이공원,강원도,강릉시,"강원도 강릉시 성덕포남로 39(입암동, 입암6주공아파트)",,37.7574419,128.9210125,
KCOWRPO22N000000166,자연,자연_공원,27호어린이공원,강원,강릉시,강원도 강릉시 강릉대로359번길 5-2(포남동),,37.7672721,128.9045977,
KCOWRPO22N000000167,자연,자연_공원,35호어린이공원,강원도,강릉시,"강원도 강릉시 가작로 78(교동, 강릉 교동(1)주공아파트)",,37.7664951,128.8844088,
KCOWRPO22N000000168,자연,자연_공원,17호어린이공원,강원,강릉시,강원도 강릉시 하평2길 6(포남동),,37.7728906,128.914161,
KCOWRPO22N000000169,자연,자연_공원,교항3공원,강원,강릉시,강원도 강릉시 주문진읍 연주로 327-6,,37.8812011,128.8253981,
KCOWRPO22N000000170,자연,자연_공원,교항6공원,강원,강릉시,강원도 강릉시 주문진읍 구보건소뒤길 1,,37.8838061,128.8241103,
KCOWRPO22N000000171,자연,자연_공원,주문1공원,강원,강릉시,강원도 강릉시 주문진읍 연주로 465-3,,37.8937888,128.8246458,
KCOWRPO22N000000172,자연,자연_공원,주문2공원,강원,강릉시,강원도 강릉시 주문진읍 주문로 94,,37.8921017,128.8267242,
KCOWRPO22N000000173,자연,자연_공원,주문4공원,강원도,강릉시,강원도 강릉시 주문진읍 연주로 515,,37.8980134,128.8235309,
KCOWRPO22N000000174,자연,자연_공원,새장터공원,서울,강동구,서울특별시 강동구 암사1가길 16,,37.5521262,127.130563,
KCOWRPO22N000000175,자연,자연_공원,광나루공원,서울,강동구,서울특별시 강동구 상암로 12-19,,37.5500717,127.1255454,
KCOWRPO22N000000176,자연,자연_공원,볕우물공원,서울,강동구,서울특별시 강동구 고덕로24길 23,,37.553613,127.135704,
KCOWRPO22N000000177,자연,자연_공원,선사공원,서울,강동구,서울특별시 강동구 올림픽로 836,,37.5557606,127.1299975,
KCOWRPO22N000000178,자연,자연_공원,천사공원,서울,강동구,서울특별시 강동구 천중로12길 23-23,,37.5438094,127.1284086,
KCOWRPO22N000000179,자연,자연_공원,고분다리공원,서울,강동구,서울특별시 강동구 구천면로39길 23,,37.545405,127.131821,
KCOWRPO22N000000180,자연,자연_공원,광진공원,서울,강동구,서울특별시 강동구 구천면로13길 21,,37.542946,127.122505,
KCOWRPO22N000000181,자연,자연_공원,천일골목공원,서울,강동구,서울특별시 강동구 진황도로27다길 30,,37.5405287,127.1314181,
KCOWRPO22N000000182,자연,자연_공원,성내공원,서울,강동구,서울특별시 강동구 성내로3가길 71,,37.529486,127.126516,
KCOWRPO22N000000183,자연,자연_공원,샛마을공원,서울,강동구,서울특별시 강동구 구천면로 441(명일동),,37.550106,127.147099,
KCOWRPO22N000000184,자연,자연_공원,꿈나래공원,서울,강동구,서울특별시 강동구 아리수로64길 29,,37.5608275,127.153742,
KCOWRPO22N000000185,자연,자연_공원,곰돌이공원,서울특별시,강동구,"서울특별시 강동구 고덕로61길 34(고덕동, 고덕공무원아파트)",,37.556235,127.154997,
KCOWRPO22N000000186,자연,자연_공원,한우물공원,서울,강동구,서울특별시 강동구 아리수로72길 60-16,,37.561635,127.162736,
KCOWRPO22N000000187,자연,자연_공원,무지개공원,서울특별시,강동구,"서울특별시 강동구 고덕로 333(고덕동, 고덕그라시움)",,37.559162,127.164191,
KCOWRPO22N000000188,자연,자연_공원,말우물공원,서울,강동구,서울특별시 강동구 상일로21길 14-7,,37.560012,127.169476,
KCOWRPO22N000000189,자연,자연_공원,미리내공원,서울특별시,강동구,"서울특별시 강동구 고덕로 360(상일동, 고덕아르테온)",,37.554712,127.167908,
KCOWRPO22N000000190,자연,자연_공원,동자공원,서울특별시,강동구,"서울특별시 강동구 고덕로80길 99(상일동, 고덕센트럴 IPARK)",,37.552388,127.167009,
KCOWRPO22N000000191,자연,자연_공원,강정제1호공원,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로 43,,33.2538855,126.5048106,
KCOWRPO22N000000192,자연,자연_공원,경기도 평택시 팽성읍 송화택지로25번길 61,경기,평택시,경기도 평택시 팽성읍 송화택지로25번길 63,,36.9616121,127.0608092,
KCOWRPO22N000000193,자연,자연_공원,옥토끼공원,대전,동구,대전광역시 동구 석천로 99-16,,36.2754382,127.4673949,
