ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ROAD_NM_ADDR,TEL_NO,FCLTY_LA,FCLTY_LO,ADIT_DC
KCOWRPO22N000004971,자연,자연_공원,미관광장 41호,경기도,화성시,경기도 화성시 삼성1로2길 10(석우동),,37.2170266,127.0864372,
KCOWRPO22N000004972,자연,자연_공원,청호제1어린이공원,경기도,오산시,"경기도 오산시 동부대로 332-14(청호동, 오산자이아파트)",,37.131065,127.081581,
KCOWRPO22N000004973,자연,자연_공원,청호제2어린이공원,경기도,오산시,"경기도 오산시 동부대로 332-14(청호동, 오산자이아파트)",,37.131065,127.081581,
KCOWRPO22N000004974,자연,자연_공원,가장제1근린공원,경기도,오산시,경기도 오산시 가장산업동로 28-25(가장동),,37.161734,127.0400291,
KCOWRPO22N000004975,자연,자연_공원,원동제3어린이공원,경기도,오산시,경기도 오산시 남부대로 411-78(원동),,37.137576,127.083767,
KCOWRPO22N000004976,자연,자연_공원,구름어린이공원,경기도,오산시,"경기도 오산시 수청로 165(금암동, 죽미마을 휴튼9단지)",,37.178313,127.048448,
KCOWRPO22N000004977,자연,자연_공원,세교제1호소공원,경기도,오산시,경기도 오산시 청학로 211(수청동),,37.168505,127.058269,
KCOWRPO22N000004978,자연,자연_공원,역사공원-1호,경기도,오산시,경기도 오산시 경기대로 742(외삼미동),,37.184611,127.0490225,
KCOWRPO22N000004979,자연,자연_공원,평동 제3,충청북도,단양군,충청북도 단양군 매포읍 평동16길 4-1,,37.0331071,128.3012617,
KCOWRPO22N000004980,자연,자연_공원,평동 제4,충청북도,단양군,충청북도 단양군 매포읍 평동20길 10,,37.0355236,128.2982318,
KCOWRPO22N000004981,자연,자연_공원,대성산근린공원,충청북도,단양군,충청북도 단양군 단양읍 별곡6길 10,,36.9838552,128.3604077,
KCOWRPO22N000004982,자연,자연_공원,상진공원(소금정),충청북도,단양군,충청북도 단양군 단양읍 삼봉로 192,,36.9752544,128.3646957,
KCOWRPO22N000004983,자연,자연_공원,LG Digital Park일반산업단지 근린공원,경기도,평택시,경기도 평택시 진위면 엘지로 222,,37.1289461,127.091568,
KCOWRPO22N000004984,자연,자연_공원,가곡 근린공원,경기도,평택시,경기도 평택시 진위면 가곡1길 39,,37.1125796,127.0871795,
KCOWRPO22N000004985,자연,자연_공원,궁2리 근린공원(궁리2지구),경기도,평택시,경기도 평택시 고덕면 효덕새싹길 71,,37.022288,127.035645,
KCOWRPO22N000004986,자연,자연_공원,모곡 근린공원,경기도,평택시,경기도 평택시 산단로52번길 21(모곡동),,37.0354045,127.075836,
KCOWRPO22N000004987,자연,자연_공원,봉골 근린공원(고덕일반산업단지),경기도,평택시,경기도 평택시 삼성1로 190(고덕동),,37.026177,127.063527,
KCOWRPO22N000004988,자연,자연_공원,청솔 어린이공원,경기도,평택시,경기도 평택시 경기대로 791(지제동),,37.003313,127.083109,
KCOWRPO22N000004989,자연,자연_공원,통미 어린이공원,경기도,평택시,경기도 평택시 통미로26번길 11(합정동),,36.991862,127.096174,
KCOWRPO22N000004990,자연,자연_공원,통복 어린이공원,경기도,평택시,경기도 평택시 중앙1로 21(통복동),,36.9984234,127.0855522,
KCOWRPO22N000004991,자연,자연_공원,평일 어린이공원,경기도,평택시,경기도 평택시 조개터로42번길 61(합정동),,36.990515,127.1056052,
KCOWRPO22N000004992,자연,자연_공원,합정새롬 어린이공원,경기도,평택시,"경기도 평택시 평택3로 11(합정동, 주공아파트 4단지)",,36.989137,127.091306,
KCOWRPO22N000004993,자연,자연_공원,합정푸른 어린이공원(폐지),경기도,평택시,"경기도 평택시 중앙2로 94(합정동, 주공아파트 2단지)",,36.990232,127.0961006,
KCOWRPO22N000004994,자연,자연_공원,향촌 어린이공원,경기도,평택시,경기도 평택시 경기대로 761(지제동),,37.0019927,127.07931,
KCOWRPO22N000004995,자연,자연_공원,노와이주단지 체육공원(노와지구),경기도,평택시,경기도 평택시 팽성읍 대추안길 5-1,,36.947202,127.090014,
KCOWRPO22N000004996,자연,자연_공원,장두못공원,인천광역시,계양구,인천광역시 계양구 봉오대로894번길 12(서운동),,37.529493,126.74813,
KCOWRPO22N000004997,자연,자연_공원,장성제공원,인천광역시,계양구,인천광역시 계양구 봉오대로894번길 12(서운동),,37.529492,126.74813,
KCOWRPO22N000004998,자연,자연_공원,갈현체육공원,인천광역시,계양구,인천광역시 계양구 황어로 66(갈현동),,37.576735,126.729767,
KCOWRPO22N000004999,자연,자연_공원,귤현공원,인천광역시,계양구,인천광역시 계양구 귤현길 3-1(귤현동),,37.567293,126.747116,
KCOWRPO22N000005000,자연,자연_공원,도두머리공원,인천광역시,계양구,인천광역시 계양구 효서로 441(서운동),,37.527673,126.745215,
KCOWRPO22N000005001,자연,자연_공원,귤현1공원,인천광역시,계양구,"인천광역시 계양구 형제봉길 100(귤현동, 계양센트레빌 1단지)",,37.568514,126.750446,
KCOWRPO22N000005002,자연,자연_공원,서운공원,인천광역시,계양구,인천광역시 계양구 봉오대로894번길 20(서운동),,37.528747,126.748187,
KCOWRPO22N000005003,자연,자연_공원,반룡산공원,경상남도,김해시,경상남도 김해시 관동로27번길 5-37(관동동),,35.180665,128.805346,
KCOWRPO22N000005004,자연,자연_공원,봉명공원,경상남도,김해시,경상남도 김해시 함박로 88(외동),,35.232265,128.863611,
KCOWRPO22N000005005,자연,자연_공원,봉황공원,경상남도,김해시,경상남도 김해시 가락로15번길 37(봉황동),,35.2273983,128.878093,
KCOWRPO22N000005006,자연,자연_공원,봉황대공원,경상남도,김해시,경상남도 김해시 가락로63번길 51(봉황동),,35.230423,128.8765049,
KCOWRPO22N000005007,자연,자연_공원,부원공원,경상남도,김해시,경상남도 김해시 가락로 8-23(부원동),,35.227441,128.883762,
KCOWRPO22N000005008,자연,자연_공원,신산공원,제주특별자치도,제주시,제주특별자치도 제주시 동광로 69(일도이동),,33.5044432,126.5351739,
KCOWRPO22N000005009,자연,자연_공원,사라봉공원,제주특별자치도,제주시,제주특별자치도 제주시 사라봉동길 74(건입동),,33.518663,126.5476888,
KCOWRPO22N000005010,자연,자연_공원,남조봉공원,제주특별자치도,제주시,제주특별자치도 제주시 수목원길 72(연동),,33.4686861,126.4915725,
KCOWRPO22N000005011,자연,자연_공원,삼무공원,제주특별자치도,제주시,제주특별자치도 제주시 신대로10길 48-9(연동),,33.49178,126.4919597,
KCOWRPO22N000005012,자연,자연_공원,탑동제1공원,제주특별자치도,제주시,제주특별자치도 제주시 탑동해안로 46(삼도이동),,33.5187935,126.5202072,
KCOWRPO22N000005013,자연,자연_공원,탑동제2공원,제주특별자치도,제주시,제주특별자치도 제주시 중앙로 2(삼도이동),,33.5181126,126.5239537,
KCOWRPO22N000005014,자연,자연_공원,수운공원,제주특별자치도,제주시,제주특별자치도 제주시 청귤로5길 6-9(이도이동),,33.4997537,126.5396887,
KCOWRPO22N000005015,자연,자연_공원,아동,서울특별시,양천구,서울특별시 양천구 지양로10길 5(신월동),,37.523024,126.833504,
KCOWRPO22N000005016,자연,자연_공원,한울,서울특별시,양천구,서울특별시 양천구 지양로7길 27-5(신월동),,37.519698,126.832681,
KCOWRPO22N000005017,자연,자연_공원,오솔길,서울특별시,양천구,서울특별시 양천구 남부순환로72길 16(신월동),,37.521068,126.836526,
KCOWRPO22N000005018,자연,자연_공원,금실,서울특별시,양천구,서울특별시 양천구 지양로 21(신월동),,37.518409,126.837199,
KCOWRPO22N000005019,자연,자연_공원,독서,서울특별시,양천구,서울특별시 양천구 신월로 97(신월동),,37.519783,126.834992,
KCOWRPO22N000005020,자연,자연_공원,신월,서울특별시,양천구,서울특별시 양천구 신월로 99-1(신월동),,37.517521,126.833892,
KCOWRPO22N000005021,자연,자연_공원,곰달래,서울특별시,양천구,서울특별시 양천구 지양로16길 17-20(신월동),,37.524918,126.833053,
KCOWRPO22N000005022,자연,자연_공원,양지,서울특별시,양천구,서울특별시 양천구 지양로11길 16-16(신월동),,37.522204,126.830867,
KCOWRPO22N000005023,자연,자연_공원,온수도시자연공원,서울특별시,양천구,서울특별시 양천구 신정로 152(신정동),,37.505895,126.840021,
KCOWRPO22N000005024,자연,자연_공원,해태,서울특별시,양천구,서울특별시 양천구 은행정로6길 23(신정동),,37.521748,126.862147,
KCOWRPO22N000005025,자연,자연_공원,미관광장 10호,경기도,화성시,경기도 화성시 동탄반송3길 30-1(반송동),,37.2083683,127.0642801,
KCOWRPO22N000005026,자연,자연_공원,관항리 쌈지공원,경기도,화성시,경기도 화성시 정남면 만은동2길 22-5,,37.1787977,126.9758514,
KCOWRPO22N000005027,자연,자연_공원,5호 문화공원,경기도,화성시,경기도 화성시 정남면 정남산단3길 9,,37.1429523,127.0269234,
KCOWRPO22N000005028,자연,자연_공원,독재울공원,경기도,화성시,경기도 화성시 동탄원천로 315-17(능동),,37.2138623,127.0591077,
KCOWRPO22N000005029,자연,자연_공원,개나리공원,경기도,화성시,경기도 화성시 동탄반송3길 51(반송동),,37.2107919,127.0665744,
KCOWRPO22N000005030,자연,자연_공원,동탄 구봉산공원(나래울),경기도,화성시,경기도 화성시 여울로2길 33-2(능동),,37.2058206,127.0515788,
KCOWRPO22N000005031,자연,자연_공원,동탄센트럴파크,경기도,화성시,경기도 화성시 동탄공원로1길 26-23(반송동),,37.2067545,127.0630117,
KCOWRPO22N000005032,자연,자연_공원,노작공원,경기도,화성시,경기도 화성시 노작로 134(반송동),,37.2064047,127.0788197,
KCOWRPO22N000005033,자연,자연_공원,솔빛공원,경기도,화성시,경기도 화성시 동탄중앙로 110(반송동),,37.1962404,127.0712104,
KCOWRPO22N000005034,자연,자연_공원,큰재봉공원,경기도,화성시,경기도 화성시 동탄중앙로 438-30(석우동),,37.2131145,127.0846242,
KCOWRPO22N000005035,자연,자연_공원,손바닥공원,경기도,화성시,경기도 화성시 동탄숲속로 69-14(능동),,37.2096674,127.0571265,
KCOWRPO22N000005036,자연,자연_공원,서시천체육공원,전라남도,구례군,전라남도 구례군 구례읍 서시천로 84-11,,35.2154008,127.466582,
KCOWRPO22N000005037,자연,자연_공원,화명중앙공원,부산광역시,북구,부산광역시 북구 학사로 128(화명동),,35.2337521,129.008452,
KCOWRPO22N000005038,자연,자연_공원,구포문화공원,부산광역시,북구,부산광역시 북구 낙동북로 755(구포동),,35.2007811,129.0020931,
KCOWRPO22N000005039,자연,자연_공원,화정근린공원,부산광역시,북구,"부산광역시 북구 금곡대로 166(화명동, 롯데캐슬카이저)",,35.2222488,129.0097404,
KCOWRPO22N000005040,자연,자연_공원,푸른공원,경기도,성남시 분당구,"경기도 성남시 분당구 수내로192번길 25(수내동, 푸른마을아파트)",,37.3683466,127.1250256,
KCOWRPO22N000005041,자연,자연_공원,수내공원,경기도,성남시 분당구,경기도 성남시 분당구 발이봉로 17(수내동),,37.3651378,127.1277925,
KCOWRPO22N000005042,자연,자연_공원,백현공원,경기도,성남시 분당구,경기도 성남시 분당구 황새울로116번길 19-8(정자동),,37.3710932,127.1122094,
KCOWRPO22N000005043,자연,자연_공원,봉우재공원,경기도,성남시 분당구,경기도 성남시 분당구 내정로7번길 18(정자동),,37.3608642,127.1127586,
KCOWRPO22N000005044,자연,자연_공원,산자락공원,경기도,성남시 분당구,경기도 성남시 분당구 불곡로13번길 6(정자동),,37.359016,127.1244921,
KCOWRPO22N000005045,자연,자연_공원,벌말공원,경기도,성남시 분당구,경기도 성남시 분당구 미금일로86번길 24-9(구미동),,37.3476425,127.1108698,
KCOWRPO22N000005046,자연,자연_공원,무진,광주광역시,북구,광주광역시 북구 삼정로95번길 27(두암동),,35.1705937,126.9358188,
KCOWRPO22N000005047,자연,자연_공원,목운,대전광역시,서구,대전광역시 서구 변동서로28번길 133-35(변동),,36.3316181,127.368743,
KCOWRPO22N000005048,자연,자연_공원,선경,대전광역시,서구,대전광역시 서구 탄방로 65(탄방동),,36.3429776,127.3946476,
KCOWRPO22N000005049,자연,자연_공원,새말,대전광역시,서구,대전광역시 서구 탄방로 32(탄방동),,36.3439996,127.3906417,
KCOWRPO22N000005050,자연,자연_공원,문정,대전광역시,서구,대전광역시 서구 둔산남로191번길 24(둔산동),,36.3500004,127.398921,
KCOWRPO22N000005051,자연,자연_공원,백운,대전광역시,서구,대전광역시 서구 도산로335번길 62(괴정동),,36.3378532,127.3863761,
KCOWRPO22N000005052,자연,자연_공원,지치울,대전광역시,서구,대전광역시 서구 괴정로16번길 5(괴정동),,36.339704,127.376899,
KCOWRPO22N000005053,자연,자연_공원,태현공원,경기도,성남시 분당구,경기도 성남시 분당구 분당로311번길 10-3(분당동),,37.3676511,127.1424544,
KCOWRPO22N000005054,자연,자연_공원,효창공원,서울특별시,용산구,서울특별시 용산구 임정로 26(효창동),,37.544278,126.959255,
KCOWRPO22N000005055,자연,자연_공원,새나라어린이공원,서울특별시,용산구,서울특별시 용산구 후암로13가길 25(후암동),,37.548319,126.9763669,
KCOWRPO22N000005056,자연,자연_공원,늘푸른어린이공원,서울특별시,용산구,서울특별시 용산구 원효로41가길 14-19(원효로3가),,37.5347937,126.956553,
KCOWRPO22N000005057,자연,자연_공원,동자어린이공원,서울특별시,용산구,서울특별시 용산구 한강대로104길 30-4(동자동),,37.5500863,126.973945,
KCOWRPO22N000005058,자연,자연_공원,이태원어린이공원,서울특별시,용산구,서울특별시 용산구 회나무로6길 11-8(이태원동),,37.538407,126.989041,
KCOWRPO22N000005059,자연,자연_공원,신북 제1공원,경기도,포천시,경기도 포천시 신북면 포천로 2199,,37.9465026,127.187985,
KCOWRPO22N000005060,자연,자연_공원,소흘 제6공원,경기도,포천시,경기도 포천시 소흘읍 호국로 625,,37.8253483,127.144643,
KCOWRPO22N000005061,자연,자연_공원,초과공원,경기도,포천시,경기도 포천시 관인면 관인로35번길 13-27,,38.156661,127.247443,
KCOWRPO22N000005062,자연,자연_공원,운천공원,경기도,포천시,경기도 포천시 영북면 영북로170번길 12-12,,38.089037,127.276013,
KCOWRPO22N000005063,자연,자연_공원,왜관공원,경상북도,칠곡군,경상북도 칠곡군 왜관읍 중앙로 266,,35.9986154,128.398044,
KCOWRPO22N000005064,자연,자연_공원,왜관3공단-2호공원,경상북도,칠곡군,경상북도 칠곡군 왜관읍 3산업단지4길 27,,35.93007,128.42228,
KCOWRPO22N000005065,자연,자연_공원,인평제2공원(체육공원),경상북도,칠곡군,경상북도 칠곡군 북삼읍 북삼로 65,,36.0726696,128.340833,
KCOWRPO22N000005066,자연,자연_공원,금산공원,경상북도,칠곡군,경상북도 칠곡군 왜관읍 공단로4길 18-26,,35.966414,128.4170025,
KCOWRPO22N000005067,자연,자연_공원,걸매생태공원,제주특별자치도,서귀포시,제주특별자치도 서귀포시 서홍로 4-42(서홍동),,33.2499841,126.5550641,
KCOWRPO22N000005068,자연,자연_공원,큰엉공원,제주특별자치도,서귀포시,제주특별자치도 서귀포시 남원읍 태위로 522-17,,33.2733502,126.703712,
KCOWRPO22N000005069,자연,자연_공원,표선공원,제주특별자치도,서귀포시,제주특별자치도 서귀포시 표선면 민속해안로 620,,33.3256123,126.8393409,
KCOWRPO22N000005070,자연,자연_공원,설문대공원,제주특별자치도,서귀포시,제주특별자치도 서귀포시 서호북로 23(서호동),,33.2582944,126.5167863,
KCOWRPO22N000005071,자연,자연_공원,감귤길공원,제주특별자치도,서귀포시,제주특별자치도 서귀포시 서호북로 23(서호동),,33.2582944,126.5167863,
KCOWRPO22N000005072,자연,자연_공원,은행공원,인천광역시,계양구,인천광역시 계양구 오조산로 76(계산동),,37.537515,126.739268,
KCOWRPO22N000005073,자연,자연_공원,도두리공원,인천광역시,계양구,인천광역시 계양구 오조산로 8(작전동),,37.53136,126.738459,
KCOWRPO22N000005074,자연,자연_공원,샘터공원,인천광역시,계양구,"인천광역시 계양구 만봉길 62-3(귤현동, 라비캐슬)",,37.567828,126.74514,
KCOWRPO22N000005075,자연,자연_공원,동산공원,인천광역시,계양구,"인천광역시 계양구 황어로 87-1(장기동, 원욱그린타운)",,37.579498,126.730646,
KCOWRPO22N000005076,자연,자연_공원,중앙공원,인천광역시,계양구,인천광역시 계양구 장기로 7(장기동),,37.577607,126.734374,
KCOWRPO22N000005077,자연,자연_공원,장터공원,인천광역시,계양구,"인천광역시 계양구 장기로14번길 19(장기동, 두호파크빌)",,37.578382,126.736734,
KCOWRPO22N000005078,자연,자연_공원,모텡이공원,인천광역시,계양구,인천광역시 계양구 양지로 31(동양동),,37.561596,126.754568,
KCOWRPO22N000005079,자연,자연_공원,들놀이공원,인천광역시,계양구,인천광역시 계양구 양지로 109(귤현동),,37.565824,126.751777,
KCOWRPO22N000005080,자연,자연_공원,소양공원,인천광역시,계양구,인천광역시 계양구 박촌로 83(박촌동),,37.558197,126.741599,
KCOWRPO22N000005081,자연,자연_공원,양촌공원,인천광역시,계양구,인천광역시 계양구 장제로948번길 31(병방동),,37.548758,126.745885,
KCOWRPO22N000005082,자연,자연_공원,박촌공원,인천광역시,계양구,인천광역시 계양구 동양로 19-1(박촌동),,37.557544,126.747451,
KCOWRPO22N000005083,자연,자연_공원,길머리공원,인천광역시,계양구,인천광역시 계양구 서운산단로7길 4(서운동),,37.535953,126.753471,
KCOWRPO22N000005084,자연,자연_공원,거여목공원,인천광역시,계양구,인천광역시 계양구 서운산단로 30(서운동),,37.534047,126.756463,
KCOWRPO22N000005085,자연,자연_공원,제11호공원,세종특별자치시,,세종특별자치시 조치원읍 도원로 16(자이아파트),,36.5911432,127.2910754,
KCOWRPO22N000005086,자연,자연_공원,제12호공원,세종특별자치시,,세종특별자치시 조치원읍 섭골길 59(e-편한세상 세종),,36.6153492,127.2860599,
KCOWRPO22N000005087,자연,자연_공원,제13호공원,세종특별자치시,,세종특별자치시 조치원읍 행복4길 16,,36.6043707,127.2915945,
KCOWRPO22N000005088,자연,자연_공원,제14호공원,세종특별자치시,,세종특별자치시 조치원읍 돌마루5길 27,,36.6080037,127.2932401,
KCOWRPO22N000005089,자연,자연_공원,제15호공원,세종특별자치시,,세종특별자치시 조치원읍 문화6길 6,,36.6015014,127.2886644,
KCOWRPO22N000005090,자연,자연_공원,풀꽃 어린이공원(어1-2),세종특별자치시,,"세종특별자치시 마음안로 13(고운동, 가락마을7단지)",,36.5051013,127.2393741,
KCOWRPO22N000005091,자연,자연_공원,큰별꽃 어린이공원(어1-3),세종특별자치시,,세종특별자치시 마음로 241(고운동),,36.5185785,127.2322837,
KCOWRPO22N000005092,자연,자연_공원,꽃다비 어린이공원(어1-4),세종특별자치시,,세종특별자치시 고운북6길 59(고운동),,36.5178121,127.2297092,
KCOWRPO22N000005093,자연,자연_공원,솜꽃 어린이공원(어1-5),세종특별자치시,,세종특별자치시 마음안1로 53(고운동),,36.5162702,127.2273959,
KCOWRPO22N000005094,자연,자연_공원,함소꽃 어린이공원(어1-6),세종특별자치시,,"세종특별자치시 마음안1로 167(고운동, 가락마을17단지)",,36.5184533,127.2373208,
KCOWRPO22N000005095,자연,자연_공원,꽃누리 어린이공원(어1-7),세종특별자치시,,세종특별자치시 마음로 208(고운동),,36.5156832,127.2308416,
KCOWRPO22N000005096,자연,자연_공원,대롱꽃 어린이공원(어1-8),세종특별자치시,,세종특별자치시 고운서2길 52-10(고운동),,36.5075604,127.2335055,
KCOWRPO22N000005097,자연,자연_공원,섬초롱 어린이공원(어1-9),세종특별자치시,,세종특별자치시 만남1북로 97(고운동),,36.5071143,127.2312314,
KCOWRPO22N000005098,자연,자연_공원,앵두꽃 어린이공원(어1-10),세종특별자치시,,세종특별자치시 만남로3길 65(고운동),,36.5017075,127.2348453,
KCOWRPO22N000005099,자연,자연_공원,눈풀 어린이공원(어1-11),세종특별자치시,,세종특별자치시 만남로2길 26(고운동),,36.5005746,127.238994,
KCOWRPO22N000005100,자연,자연_공원,옹달샘 어린이공원(어1-12),세종특별자치시,,세종특별자치시 보듬7로 94(아름동),,36.5192984,127.2488898,
KCOWRPO22N000005101,자연,자연_공원,도램샘 어린이공원(어1-13),세종특별자치시,,세종특별자치시 바른2길 12(아름동),,36.5207192,127.2537444,
KCOWRPO22N000005102,자연,자연_공원,꾸러기 어린이공원(어1-14),세종특별자치시,,세종특별자치시 도움1로 160(종촌동),,36.502642,127.2416347,
KCOWRPO22N000005103,자연,자연_공원,푸른꿈 어린이공원(어1-15),세종특별자치시,,세종특별자치시 방축1길 16-13(도담동),,36.5197659,127.2628516,
KCOWRPO22N000005104,자연,자연_공원,방울새 어린이공원(어1-18),세종특별자치시,,세종특별자치시 다솜로 175(어진동),,36.4960699,127.2689548,
KCOWRPO22N000005105,자연,자연_공원,푸른하늘 어린이공원(어1-19),세종특별자치시,,세종특별자치시 달빛1로 125(아름동),,36.5104911,127.245986,
KCOWRPO22N000005106,자연,자연_공원,나리꽃 어린이공원(어2-7),세종특별자치시,,"세종특별자치시 누리로 27(한솔동, 첫마을6단지)",,36.4757598,127.2515223,
KCOWRPO22N000005107,자연,자연_공원,은방울꽃 어린이공원(어2-9),세종특별자치시,,세종특별자치시 노을3로 70(한솔동),,36.4787709,127.2560535,
KCOWRPO22N000005108,자연,자연_공원,두루뜰 근린공원(근1-8),세종특별자치시,,세종특별자치시 바른6길 27(아름동),,36.5189848,127.2471427,
KCOWRPO22N000005109,자연,자연_공원,기쁨뜰 근린공원(근1-9),세종특별자치시,,세종특별자치시 방축1길 45(도담동),,36.5212513,127.2626914,
KCOWRPO22N000005110,자연,자연_공원,우람뜰 근린공원(근1-10),세종특별자치시,,세종특별자치시 절재로 107(도담동),,36.5075824,127.2527861,
KCOWRPO22N000005111,자연,자연_공원,도담뜰 근린공원(근1-11),세종특별자치시,,세종특별자치시 보람로 71(도담동),,36.5146556,127.2623699,
KCOWRPO22N000005112,자연,자연_공원,두무뜰 근린공원(근1-12),세종특별자치시,,세종특별자치시 도움3로 37(어진동),,36.5030627,127.2559281,
KCOWRPO22N000005113,자연,자연_공원,푸른뜰 근린공원(근1-13),세종특별자치시,,세종특별자치시 도움8로 11-20(어진동),,36.5080918,127.263915,
KCOWRPO22N000005114,자연,자연_공원,새뜰 근린공원(근1-14),세종특별자치시,,세종특별자치시 도움6로 57(어진동),,36.5033329,127.2675154,
KCOWRPO22N000005115,자연,자연_공원,어진뜰 근린공원(근1-15),세종특별자치시,,세종특별자치시 한누리대로 402(어진동),,36.4996364,127.2601628,
KCOWRPO22N000005116,자연,자연_공원,맑은뜰 근린공원(근1-16),세종특별자치시,,세종특별자치시 가름로 170-17(어진동),,36.4969787,127.2590154,
KCOWRPO22N000005117,자연,자연_공원,봄뜰 근린공원(근1-17),세종특별자치시,,세종특별자치시 가름로 232(어진동),,36.4956284,127.2649085,
KCOWRPO22N000005118,자연,자연_공원,안뜰 근린공원(근1-18),세종특별자치시,,세종특별자치시 가름로 255-21(어진동),,36.4954541,127.2670865,
KCOWRPO22N000005119,자연,자연_공원,제천뜰 근린공원(근1-19),세종특별자치시,,세종특별자치시 도움1로 100(종촌동),,36.5024401,127.2486617,
KCOWRPO22N000005120,자연,자연_공원,한솔뜰 근린공원(근2-3),세종특별자치시,,세종특별자치시 노을3로 60(한솔동),,36.4796771,127.2570563,
KCOWRPO22N000005121,자연,자연_공원,아침뜰 근린공원(근2-4),세종특별자치시,,"세종특별자치시 누리로 119(한솔동, 첫마을4단지)",,36.4800471,127.2508889,
KCOWRPO22N000005122,자연,자연_공원,금남제2호공원,세종특별자치시,,세종특별자치시 금남면 용포2길 51,,36.4636175,127.2783436,
KCOWRPO22N000005123,자연,자연_공원,제1호공원,세종특별자치시,,세종특별자치시 조치원읍 조치원5길 34-20,,36.6029113,127.300119,
KCOWRPO22N000005124,자연,자연_공원,제2호공원,세종특별자치시,,세종특별자치시 조치원읍 새내4길 68,,36.5974661,127.3024716,
KCOWRPO22N000005125,자연,자연_공원,제3호공원,세종특별자치시,,세종특별자치시 조치원읍 조치원4길 144-3,,36.5949236,127.3001104,
KCOWRPO22N000005126,자연,자연_공원,제4호공원,세종특별자치시,,세종특별자치시 조치원읍 장안길 97-7,,36.5964172,127.3010281,
KCOWRPO22N000005127,자연,자연_공원,제5호공원,세종특별자치시,,세종특별자치시 조치원읍 신흥고샅1길 11,,36.5944681,127.2948696,
KCOWRPO22N000005128,자연,자연_공원,제7호공원,세종특별자치시,,세종특별자치시 조치원읍 다막골길 17,,36.5906756,127.2936125,
KCOWRPO22N000005129,자연,자연_공원,제9호공원,세종특별자치시,,세종특별자치시 조치원읍 군청로 11,,36.585717,127.2945771,
KCOWRPO22N000005130,자연,자연_공원,제10호공원,세종특별자치시,,세종특별자치시 조치원읍 이화로 22,,36.5931808,127.2876813,
KCOWRPO22N000005131,자연,자연_공원,효성공원,인천광역시,계양구,인천광역시 계양구 새벌로111번길 7(효성동),,37.526738,126.715671,
KCOWRPO22N000005132,자연,자연_공원,작전공원,인천광역시,계양구,인천광역시 계양구 아나지로307번길 1(작전동),,37.525675,126.725359,
KCOWRPO22N000005133,자연,자연_공원,안남공원,인천광역시,계양구,"인천광역시 계양구 어사대로 39(계산동, 기산아파트)",,37.54123,126.727323,
KCOWRPO22N000005134,자연,자연_공원,낙원공원,인천광역시,계양구,인천광역시 계양구 계양산로216번길 14(임학동),,37.546462,126.737528,
KCOWRPO22N000005135,자연,자연_공원,고향골공원,인천광역시,계양구,인천광역시 계양구 계산로41번길 5(계산동),,37.540569,126.719511,
KCOWRPO22N000005136,자연,자연_공원,병방공원,인천광역시,계양구,인천광역시 계양구 병방시장로55번길 4(병방동),,37.54814,126.738034,
KCOWRPO22N000005137,자연,자연_공원,임학공원,인천광역시,계양구,인천광역시 계양구 화산로 3(임학동),,37.548389,126.733413,
KCOWRPO22N000005138,자연,자연_공원,학마을공원,인천광역시,계양구,인천광역시 계양구 용종로 115(병방동),,37.544163,126.74203,
KCOWRPO22N000005139,자연,자연_공원,초정공원,인천광역시,계양구,인천광역시 계양구 계양문화로 154(용종동),,37.540964,126.741689,
KCOWRPO22N000005140,자연,자연_공원,황소자리공원,인천광역시,서구,인천광역시 서구 차오름로 74(청라동),,37.5387643,126.627701,
KCOWRPO22N000005141,자연,자연_공원,침산공원2,세종특별자치시,,세종특별자치시 조치원읍 문예회관길 22,,36.5998237,127.2878445,
KCOWRPO22N000005142,자연,자연_공원,가락뜰 근린공원(근1-2),세종특별자치시,,세종특별자치시 만남로 227(고운동),,36.5196909,127.2384857,
KCOWRPO22N000005143,자연,자연_공원,뜸이기뜰 근린공원(근1-3),세종특별자치시,,세종특별자치시 마음안로 136(고운동),,36.5139263,127.2334711,
KCOWRPO22N000005144,자연,자연_공원,솔뜰 근린공원(근1-5),세종특별자치시,,세종특별자치시 마음안로 93(고운동),,36.5102287,127.2330759,
KCOWRPO22N000005145,자연,자연_공원,참뜰 근린공원(근1-6),세종특별자치시,,세종특별자치시 만남로 45(고운동),,36.5041446,127.2365002,
KCOWRPO22N000005146,자연,자연_공원,오가낭뜰 근린공원(근1-7),세종특별자치시,,세종특별자치시 달빛1로 265(아름동),,36.5226223,127.2486816,
KCOWRPO22N000005147,자연,자연_공원,함지골공원,부산광역시,영도구,부산광역시 영도구 절영로 319(동삼동),,35.0734873,129.0540805,
KCOWRPO22N000005148,자연,자연_공원,동삼혁신지구공원,부산광역시,영도구,부산광역시 영도구 해양로301번길 36(동삼동),,35.0787447,129.0779467,
KCOWRPO22N000005149,자연,자연_공원,일산봉어린이공원,부산광역시,영도구,"부산광역시 영도구 상리로 1(동삼동, 주공아파트, 동삼그린힐아파트)",,35.0860798,129.0696915,
KCOWRPO22N000005150,자연,자연_공원,팔각어린이공원,부산광역시,영도구,"부산광역시 영도구 상리로 1(동삼동, 주공아파트, 동삼그린힐아파트)",,35.0873441,129.0689163,
